<2024-03-29 11:08:24,022> [DEBUG]: Using proactor: IocpProactor
<2024-03-29 17:00:29,120> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:29,553> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:29,553> [ERROR]: Exception in callback _ProactorBasePipeTransport._call_connection_lost(None)
handle: <Handle _ProactorBasePipeTransport._call_connection_lost(None)>
Traceback (most recent call last):
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\events.py", line 80, in _run
    self._context.run(self._callback, *self._args)
  File "C:\Users\MegaDoge\AppData\Local\Programs\Python\Python311\Lib\asyncio\proactor_events.py", line 165, in _call_connection_lost
    self._sock.shutdown(socket.SHUT_RDWR)
ConnectionResetError: [WinError 10054] Удаленный хост принудительно разорвал существующее подключение
<2024-03-29 17:00:30,556> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:30,973> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:31,976> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:32,379> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:33,400> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:33,805> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:34,811> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:35,216> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:36,002> [DEBUG]: database.connector.fetchone: query(SELECT filename FROM files WHERE id = 28;)
<2024-03-29 17:00:36,461> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:36,889> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:37,877> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:38,448> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:39,436> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:39,836> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:40,835> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:41,237> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:42,229> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:42,631> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:43,649> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:44,050> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:45,052> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:45,455> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:46,463> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:46,868> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:47,854> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:48,263> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:49,265> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:49,673> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:50,674> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:51,081> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:52,106> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:52,513> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:53,512> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:53,877> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:54,902> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:55,308> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:56,323> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:56,815> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:57,836> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:58,241> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:00:59,239> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:00:59,642> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:00,663> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:01,068> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:02,059> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:02,465> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:03,469> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:03,879> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:04,876> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:05,283> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:06,309> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:06,715> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:07,708> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:08,112> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:09,113> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:09,536> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:10,536> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:11,050> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:12,061> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:12,482> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:13,494> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:13,868> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:14,866> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:15,272> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:16,273> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:16,756> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:17,775> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:18,180> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:19,180> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:19,584> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:20,585> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:20,991> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:21,984> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:22,389> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:23,376> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:23,780> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:24,781> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:25,204> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:26,220> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:26,630> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:27,628> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:28,081> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:29,080> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:29,484> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:30,485> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:30,873> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:31,875> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:32,277> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:33,281> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:33,763> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:34,754> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:35,160> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:36,152> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:36,571> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:37,565> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:37,935> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:38,923> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:39,324> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:40,304> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:40,707> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:41,732> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:42,140> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:43,135> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:43,538> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:44,525> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:44,928> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:45,946> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:46,349> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:47,353> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:47,759> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:48,760> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:49,163> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:50,166> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:50,572> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:51,559> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
<2024-03-29 17:01:52,040> [DEBUG]: services.scheduler.process_files: 0 files to processed
<2024-03-29 17:01:53,026> [DEBUG]: database.connector.fetchall: query(SELECT filename FROM files WHERE status != 'Обработано';)
